"title","genres","vote_average","vote_count","director","popularity","cast","keywords","index"
"Silent House","Horror Mystery",5.2,125,"Chris Kentis",11.666319999999999,"Elizabeth Olsen Adam Trese Eric Sheffer Stevens Julia Taylor Ross Adam Barnett","supernatural remake suspense beer bottle real time",4080
"The Lives of Others","Drama Thriller",7.9,958,"Florian Henckel von Donnersmarck",34.938177,"Martina Gedeck Ulrich M\u00fche Sebastian Koch Ulrich Tukur Thomas Thieme","germany berlin suicide berlin wall corruption",4081
"Courageous","Drama",6.8,77,"Alex Kendrick",5.961119,"Alex Kendrick Ken Bevel Ben Davies Kevin Downes Rusty Martin","father faith",4082
"The Hustler","Drama",7.6,240,"Robert Rossen",17.639478,"Paul Newman Jackie Gleason Piper Laurie George C. Scott Myron McCormick","suicide gambling manager alcohol based on novel",4083
"Boom Town","Adventure Drama Romance",6.5,8,"Jack Conway",1.867004,"Clark Gable Spencer Tracy Claudette Colbert Hedy Lamarr Frank Morgan","partnership oil oil tycoon wildcatter oil field",4084
"The Triplets of Belleville","Adventure Animation Comedy Drama",7.3,231,"Sylvain Chomet",13.944645000000001,"B\u00e9atrice Bonifassi Lina Boudreau Mich\u00e8le Caucheteux Jean-Claude Donda Mari-Lou Gauthier","france kidnapping boy biker tour de france",4085
"Smoke Signals","Drama Comedy",6.6,24,"Chris Eyre",2.304552,"Adam Beach Evan Adams Irene Bedard Gary Farmer Tantoo Cardinal","undefined",4086
"American Splendor","Comedy Drama",7.1,120,"Shari Springer Berman",7.792851,"Paul Giamatti Hope Davis Judah Friedlander James Urbaniak Harvey Pekar","biography independent film v.a. hospital junk sale jellybean",4087
"Before Sunset","Drama Romance",7.6,718,"Richard Linklater",14.799323000000001,"Ethan Hawke Julie Delpy Vernon Dobtcheff Louise Lemoine Torr\u00e8s Mariane Plasteig","paris journalist dialogue talking soulmates",4088
"Amores perros","Drama Thriller",7.6,521,"Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu",23.281616,"Gael Garc\u00eda Bernal Vanessa Bauche Goya Toledo Alvaro Guerrero Emilio Echevarr\u00eda","homeless person mexico city daughter secret love dogfight",4089
"Thirteen","Crime Drama",6.7,339,"Catherine Hardwicke",20.331592999999998,"Evan Rachel Wood Nikki Reed Vanessa Hudgens Holly Hunter Brady Corbet","cheating dysfunctional family teen angst underage drinking domestic violence",4090
"Gentleman's Agreement","Drama Romance",6.8,47,"Elia Kazan",5.381536,"Gregory Peck Dorothy McGuire John Garfield Celeste Holm Anne Revere","anti semitism soldier",4091
"Winter's Bone","Drama",6.8,565,"Debra Granik",20.834882999999998,"Jennifer Lawrence John Hawkes Kevin Breznahan Dale Dickey Garret Dillahunt","father court bail drug trade girl",4092
"Touching the Void","Documentary Action Adventure",7.6,138,"Kevin Macdonald",14.045886999999999,"Brendan Mackey Nicholas Aaron Richard Hawking Ollie Ryall Joe Simpson","wound mountaineer peru sport glacier",4093
"Alexander's Ragtime Band","Drama Music Romance",4.8,6,"Henry King",0.48397399999999996,"Tyrone Power Alice Faye Don Ameche Ethel Merman Jack Haley","dance ragtime concert tour",4094
"Me and You and Everyone We Know","Comedy Drama",7,107,"Miranda July",9.719094,"Miranda July John Hawkes Brandon Ratcliff Miles Thompson Carlie Westerman","brother brother relationship playground independent film sex talk art gallery",4095
"Inside Job","Documentary",7.7,286,"Charles Ferguson",16.930914,"Matt Damon William Ackman Barack Obama George W. Bush Jonathan Alpert","corruption capitalism globalization bank banker",4096
"We Are Your Friends","Drama Music Romance",6.3,658,"Max Joseph",28.819423999999998,"Zac Efron Emily Ratajkowski Wes Bentley Nick Rotteveel Alessandro Lindblad","dj",4097
"Ghost Dog: The Way of the Samurai","Crime Drama",7.2,298,"Jim Jarmusch",18.223139,"Forest Whitaker Cliff Gorman Tricia Vessey Henry Silva Victor Argo","deportation hitman mission of murder book code",4098
"Harsh Times","Crime Drama Thriller Action",6.3,197,"David Ayer",12.999023,"Christian Bale Freddy Rodr\u00edguez Eva Longoria Chaka Forman Tammy Trull","watching a movie playing pool vinegar",4099
"Captive","Crime Drama Thriller",5.6,92,"Jerry Jameson",6.7288820000000005,"Kate Mara David Oyelowo Michael Kenneth Williams Mimi Rogers Leonor Varela","hostage based on true story murder independent film single mother",4100
"Full Frontal","Comedy Drama Romance",4.8,26,"Steven Soderbergh",1.9568599999999998,"David Duchovny Nicky Katt Catherine Keener Mary McCormack David Hyde Pierce","independent film",4101
"Witchboard","Horror",5.9,58,"Kevin Tenney",7.151153999999999,"Stephen Nichols Tawny Kitaen Todd Allen Kathleen Wilhoite Burke Byrnes","ax possession psychic power ouija ouija board",4102
"Shortbus","Romance Drama Comedy",6.3,140,"John Cameron Mitchell",14.846001000000001,"Sook-Yin Lee Paul Dawson PJ DeBoy Jay Brannan Lindsay Beamish","gay new york free love swinger club transsexuality",4103
"Waltz with Bashir","Drama Animation War",7.8,291,"Ari Folman",14.082510000000001,"Ari Folman Ron Ben-Yishai Dror Harazi Ronny Dayag","israel palestine middle east lebanon nightmare",4104
"The Book of Mormon Movie, Volume 1: The Journey","undefined",5,2,"undefined",0.031947,"Kirby Heyborne Michael Flynn","undefined",4105
"No End in Sight","Documentary",7.2,23,"Charles Ferguson",2.2837959999999997,"Campbell Scott Gerald Burke Ali Fadhil Robert Hutchings","white house occupying power independent film incompetence irak",4106
"The Diary of a Teenage Girl","Drama Romance",6.8,279,"Marielle Heller",18.224326,"Bel Powley Kristen Wiig Alexander Skarsg\u00e5rd Christopher Meloni Austin Lyon","1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality",4107
"In the Shadow of the Moon","Documentary",7.6,31,"David Sington",3.4315900000000004,"Buzz Aldrin Michael Collins Alan Bean Eugene Cernan Charles Duke","nasa space mission rocket moon landing space",4108
"Meek's Cutoff","Drama Western",6.5,77,"Kelly Reichardt",4.749885,"Michelle Williams Bruce Greenwood Will Patton Zoe Kazan Paul Dano","gold oregon thirst tree settler",4109
"Inside Deep Throat","History Documentary",6.8,31,"Fenton Bailey",3.9800720000000003,"Dennis Hopper Peter Bart Warren Beatty Carl Bernstein","usa 1970s sexual revolution unsimulated sex",4110
"Dinner Rush","Drama Action Thriller",7.1,19,"Bob Giraldi",1.096355,"Danny Aiello John Rothman Frank Bongiorno Lexie Sperduto Zainab Jah","undefined",4111
"Clockwatchers","Comedy Drama",5.6,13,"Jill Sprecher",1.196943,"Toni Collette Parker Posey Lisa Kudrow Alanna Ubach Helen FitzGerald","independent film woman director",4112
"The Virginity Hit","Comedy",4.6,19,"Huck Botko",3.125382,"Matt Bennett Zack Pearlman Jacob Davich Justin Kline Krysta Rodriguez","loss of virginity teenage boy teen comedy teenage sexuality found footage",4113
"Subway","Action Thriller",6.3,86,"Luc Besson",5.261065,"Isabelle Adjani Christopher Lambert Richard Bohringer Michel Galabru Jean-Hugues Anglade","paris culture clash subway metropolis blackmail",4114
"House of D","Comedy Drama",6.1,23,"David Duchovny",6.3377349999999995,"Robin Williams David Duchovny Anton Yelchin T\u00e9a Leoni Erica Tazel","self-discovery friendship",4115
"Teeth","Comedy Horror",5.2,210,"Mitchell Lichtenstein",7.359286,"Jess Weixler John Hensley Josh Pais Hale Appleman Lenny Von Dohlen","undefined",4116
"Six-String Samurai","Action Adventure Science Fiction",5.8,36,"Lance Mungia",1.8921830000000002,"Jeffrey Falcon Justin McGuire Kim De Angelo Stephane Gauger Clifford Hugo","independent film",4117
"Hum To Mohabbat Karega","undefined",0,0,"undefined",0.001186,"undefined","undefined",4118
"It's All Gone Pete Tong","Drama Comedy Music",7.1,52,"Michael Dowse",3.9114449999999996,"Paul Kaye Kate Magowan Neil Maskell Beatriz Batarda Pete Tong","disc jockey loss of family cocaine comeback recording studio",4119
"Saint John of Las Vegas","Comedy",5.9,18,"Hue Rhodes",2.559806,"Steve Buscemi Romany Malco Tim Blake Nelson Sarah Silverman John Cho","independent film aftercreditsstinger",4120
"24 7: Twenty Four Seven","Comedy Drama Romance",6.3,10,"Shane Meadows",0.744406,"Bob Hoskins Danny Nussbaum Bruce Jones Annette Badland Frank Harper","transporter sport friends nottingham",4121
"Stonewall","Drama",5.2,32,"Roland Emmerich",5.16023,"Jeremy Irvine Jonny Beauchamp Jonathan Rhys Meyers Ron Perlman Caleb Landry Jones","stonewall riot",4122
"Roadside Romeo","Animation Family Foreign",6.7,3,"undefined",0.25359499999999996,"Saif Ali Khan Kareena Kapoor Javed Jaffrey Tanaaz Currim Irani Vrajesh Hirjee","undefined",4123
"This Thing of Ours","Drama Action Thriller",5,1,"Danny Provenzano",0.046868,"James Caan James Caan Frank Vincent Vincent Pastore Louis Vanaria","heist mafia internet",4124
"The Lost Medallion: The Adventures of Billy Stone","Adventure Family",5.6,13,"Bill Muir",2.952932,"William Brent Sammi Hanratty James Hong Alex Kendrick Mark Dacascos","undefined",4125
"The Last Five Years","Comedy Drama Music Romance",5.5,143,"Richard LaGravenese",5.563068,"Anna Kendrick Jeremy Jordan Natalie Knepp Bettina Bresnan Marceline Hugot","wife musical marriage divorce",4126
"The Missing Person","Comedy Drama Mystery Thriller",6.4,9,"Noah Buschel",1.1610340000000001,"Michael Shannon Amy Ryan Frank Wood Linda Emond John Ventimiglia","detective independent film train alcoholic missing person",4127
"Return of the Living Dead 3","Comedy Science Fiction Romance Horror",5.9,88,"Brian Yuzna",7.502934,"Melinda Clarke J. Trevor Edmond Kent McCord Sarah Douglas James T. Callahan","gang zombie",4128
"London","Drama Action Romance",6.1,96,"Hunter Richards",5.350423,"Chris Evans Jessica Biel Joy Bryant Jason Statham Kelli Garner","new york celebration",4129
"Sherrybaby","Drama",6.3,41,"Laurie Collyer",4.261508999999998,"Maggie Gyllenhaal Michelle Hurst Sandra Rodr\u00edguez Danny Trejo Brad William Henke","independent film mother daughter relationship woman director",4130
"Circle","Horror Science Fiction",6,333,"Aaron Hann",6.752141,"Julie Benz Carter Jenkins Cesar Garcia Mercy Malick Lisa Pelikan","survival execution stranger no memory",4131
"Eden Lake","Horror Thriller",6.7,406,"James Watkins",20.362373,"Kelly Reilly Michael Fassbender Tara Ellis Jack O'Connell Finn Atkins","beach wife husband relationship lake camping rottweiler",4132
"Plush","Thriller",5.4,40,"Catherine Hardwicke",5.099368,"Emily Browning Xavier Samuel Cam Gigandet Dawn Olivieri Frances Fisher","woman director",4133
"Lesbian Vampire Killers","Horror Comedy",5.3,124,"Phil Claydon",6.632891000000001,"James Corden Mathew Horne Paul McGann MyAnna Buring Vera Filatova","female nudity horror dark comedy female homosexuality female vampire",4134
"Gangster's Paradise: Jerusalema","Drama Action Crime Foreign",6.8,16,"Ralph Ziman",1.7173759999999998,"Daniel Buckland Robert Hobbs Rapulana Seiphemo Jeffrey Zekele Ronnie Nyakale","hearing gang of thieves organized crime",4135
"Freeze Frame","Thriller Drama Crime",6.9,18,"John Simpson",4.922397,"Lee Evans Sean McGinley Ian McNeice Colin Salmon","loss of family camcorder alibi suspect murder",4136
"Grave Encounters","Thriller Horror",6.1,381,"Colin Minihan",13.222268,"Sean Rogerson Juan Riedinger Ashleigh Gryzko Mackenzie Gray Arthur Corber","camcorder reality insane asylum paranormal haunting",4137
"Stitches","Horror",5.5,92,"Conor McMahon",7.447713999999999,"Ross Noble Tommy Knight Gemma-Leah Devereux John McDonnell","slapstick teen angst slaughter dark comedy supernatural being",4138
"Nine Dead","Crime Drama Horror Thriller",5.2,84,"Chris Shadley",9.68793,"Melissa Joan Hart John Terry Chip Bent Lawrence Turner Edrick Browne","kidnapping murder suspense",4139
"To Be Frank, Sinatra at 100","Documentary",0,0,"Simon Napier-Bell",0.050625,"Tony Oppedisano","music actors legendary perfomer classic hollywood frank sinatra",4140
"Bananas","Comedy",6.7,165,"Woody Allen",5.941852,"Woody Allen Louise Lasser Carlos Montalb\u00e1n Nati Abascal Jacobo Morales","revolution political activism loser",4141
"Supercapitalist","Thriller",3.5,2,"Simon Yin",0.174311,"Linus Roache Derek Ting Richard Ng Michael Park Kathy Uyen","undefined",4142
"Rockaway","Action Adventure Drama",5.8,2,"Jeff Crook",0.361554,"Nicholas Gonzalez Mario Cimarro Oleg Taktarov Vitali Baganov Ricardo Chavira","undefined",4143
"The Lady from Shanghai","Crime Drama Mystery",7.2,102,"Orson Welles",8.055083999999999,"Rita Hayworth Orson Welles Everett Sloane Glenn Anders Ted de Corsia","new york san francisco aquarium shanghai yacht",4144
"No Man's Land: The Rise of Reeker","Horror Thriller",4.4,27,"Dave Payne",4.346271,"Stephen Martines Valerie Cruz Mircea Monroe Desmond Askew Michael Robert Brandon","sheriff robber burned alive gore serial killer",4145
"Highway","Action Adventure Drama",5.6,37,"James Cox",3.419685,"Jake Gyllenhaal Selma Blair Jared Leto John C. McGinley Jeremy Piven","road movie",4146
"Small Apartments","Comedy Crime",5.7,50,"Jonas \u00c5kerlund",5.100741,"Matt Lucas Juno Temple James Caan Dolph Lundgren Billy Crystal","undefined",4147
"Coffee Town","Comedy",6.7,45,"Brad Copeland",2.253589,"Glenn Howerton Steve Little Ben Schwartz Adrianne Palicki Josh Groban","coffee shop slacker thirty something carefree",4148
"The Ghastly Love of Johnny X","Comedy Fantasy Music",6.6,8,"Paul Bunnell",0.209475,"Will Keenan Creed Bratton De Anna Joy Brooks Reggie Bannister Jed Rowen","undefined",4149
"All Is Bright","Comedy Drama",5.3,36,"Phil Morrison",3.613577,"Paul Rudd Paul Giamatti Sally Hawkins Peter Hermann Michael Drayer","christmas tree salesman french canadian",4150
"The Torture Chamber of Dr. Sadism","Mystery Horror History",6.3,12,"Harald Reinl",1.296784,"Lex Barker Christopher Lee Karin Dor Carl Lange Christiane R\u00fccker","snake cut-off arm pit revitalization descendant",4151
"Straight A's","Comedy Drama",5.2,46,"James Cox",4.5082900000000015,"Anna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas Stewart","brother brother relationship drug addiction sister-in-law",4152
"A Funny Thing Happened on the Way to the Forum","Comedy Music",6.1,24,"Richard Lester",8.902102000000003,"Zero Mostel Phil Silvers Buster Keaton Michael Crawford Jack Gilford","virgin ancient rome freedom sondheim slave",4153
"Slacker Uprising","Documentary",5.9,10,"Michael Moore",1.619635,"Michael Moore Eddie Vedder Robert Ellis Orrall Steve Earle Celeste Zappala","presidential elections",4154
"The Legend of Hell's Gate: An American Conspiracy","Action Adventure History Western",3.9,8,"Tanner Beard",1.002585,"Eric Balfour Lou Taylor Pucci Henry Thomas James Lafferty Summer Glau","based on real events",4155
"The Walking Deceased","Science Fiction Comedy",4.2,35,"Scott Dow",1.332804,"Tim Ogletree Troy Ogletree Dave Sheridan Joey Oglesby Sophia Taylor Ali","spoof zombie",4156
"The Curse of Downers Grove","Thriller Mystery Horror Drama",4.4,24,"Derick Martini",2.00163,"Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. Young","self-defense car mechanic graduation high school shooting",4157
"Shark Lake","Thriller",4.4,19,"Jerry Dugan",1.187764,"Dolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.","lake shark attack",4158
"River's Edge","Crime Drama",6.7,59,"Tim Hunter",6.463806,"Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis Hopper","sex police friends murder",4159
"Northfork","Fantasy Drama Science Fiction",6.7,24,"Michael Polish",1.9802650000000002,"James Woods Nick Nolte Claire Forlani Daryl Hannah Douglas Sebern","undefined",4160
"The Marine 4: Moving Target","Thriller Action",5.8,49,"William Kaufman",3.6961230000000014,"Mike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillion","undefined",4161
"Buried","Drama Thriller Mystery",6.6,827,"Rodrigo Cort\u00e9s",32.841229,"Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha Mathis","isolation coffin race against time buried alive survival",4162
"Submarine","Drama Comedy Romance",7.4,443,"Richard Ayoade",8.518866000000001,"Craig Roberts Sally Hawkins Paddy Considine Noah Taylor Gemma Chan","beach wales friendship bullying teenage girl",4163
"The Square","Documentary Drama History",7.8,55,"Jehane Noujaim",4.892203,"Khalid Abdalla Dina Abdullah Dina Amer Magdy Ashour Ramy Essam","woman director",4164
"One to Another","Drama",5.8,12,"Jean-Marc Barr",4.665026,"Lizzie Brocher\u00e9 Arthur Dupont Guillaume Bach\u00e9 Pierre Perrier Nicolas Nollet","france musician investigation sadomasochism independent film",4165
"ABCD (Any Body Can Dance)","Drama Music",5.6,10,"Remo D'Souza",1.294967,"Prabhu Deva Ganesh Acharya Kay Kay Menon Lauren Gottlieb Salman Yusuff Khan","underdog competition dance musical drama",4166
"Man on Wire","Thriller Documentary Crime History",7.5,275,"James Marsh",14.331992000000001,"Philippe Petit Jean Fran\u00e7ois Heckel Jean-Louis Blondeau Annie Allix David Forman","judge juggler passion reality street artist",4167
"Abandoned","Drama Thriller",5.8,27,"John Laing",3.068463,"Dominic Purcell Peter Feeney Owen Black Siobhan Marshall Serena Cotton","supervivencia",4168
"Brotherly Love","Drama",6.9,21,"Jamal Hill",1.367751,"Keke Palmer Cory Hardrict Eric D. Hill Jr. Quincy Brown Nafessa Williams","undefined",4169
"The Last Exorcism","Horror Drama Thriller",5.6,328,"Daniel Stamm",14.838985999999998,"Ashley Bell Patrick Fabian Iris Bahr Louis Herthum Caleb Landry Jones","exorcism fraud evil spirit human sacrifice mockumentary",4170
